t_master.zipcode,t_master.primarycity,t_master.county,t_master.obsolete_bridge_count,t_master.deficient_bridge_count,t_master.num_of_earthquakes_last_7_days,t_master.most_recent_earthquake,t_master.max_magnitude_last_7_days,t_master.fire_last_7_days,t_master.cause_of_death1,t_master.num_of_deaths_of_cause1,t_master.cause_of_death2,t_master.num_of_deaths_of_cause2,t_master.cause_of_death3,t_master.num_of_deaths_of_cause3,t_master.cause_of_death4,t_master.num_of_deaths_of_cause4,t_master.cause_of_death5,t_master.num_of_deaths_of_cause5,t_master.most_recent_water_quality,t_master.avg_water_quality_concentration,t_master.aq_annual_year,t_master.aq_annual_value,t_master.aq_percent_year,t_master.aq_percent_value,t_master.aq_days_year,t_master.aq_days,t_master.storm_deaths,t_master.storm_injuries,t_master.storm_damages,t_master.storm_type,t_master.homicide_per_1000,t_master.violent_per_1000,t_master.property_per_1000,t_master.drug_per_1000,t_master.sex_per_1000,t_master.other_per_1000,t_master.landslide_count,t_master.landslide_rank,t_master.latest_landslide
91731,El Monte,Los Angeles County,6,2,1,NULL,NULL,1,HTD,638.0,CAN,519.0,OTH,382.0,STK,141.0,CLD,140.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91732,El Monte,Los Angeles County,6,2,1,NULL,NULL,1,HTD,1245.0,CAN,956.0,OTH,697.0,STK,267.0,CLD,238.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91733,South El Monte,Los Angeles County,1,NULL,1,NULL,NULL,1,HTD,793.0,CAN,620.0,OTH,488.0,STK,167.0,DIA,166.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91734,El Monte,Los Angeles County,6,2,1,NULL,NULL,1,OTH,2.0,NULL,NULL,INJ,1.0,SUI,0.0,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91735,El Monte,Los Angeles County,6,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91737,Rancho Cucamonga,San Bernardino County,6,NULL,1,2017-03-25T20:01:40.470Z,1.25,1,CAN,440.0,HTD,397.0,OTH,286.0,CLD,88.0,STK,75.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91739,Rancho Cucamonga,San Bernardino County,6,NULL,1,2017-03-25T20:01:40.470Z,1.25,1,CAN,317.0,HTD,301.0,OTH,222.0,CLD,62.0,STK,57.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91740,Glendora,Los Angeles County,2,2,1,2017-04-10T14:38:36.360Z,1.14,1,HTD,1179.0,CAN,733.0,OTH,527.0,CLD,251.0,STK,218.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91741,Glendora,Los Angeles County,2,2,1,2017-04-10T14:38:36.360Z,1.14,1,HTD,870.0,CAN,669.0,OTH,359.0,STK,181.0,CLD,175.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91743,Guasti,San Bernardino County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91744,La Puente,Los Angeles County,NULL,2,1,NULL,NULL,1,HTD,1436.0,CAN,1374.0,OTH,952.0,STK,373.0,DIA,302.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91745,Hacienda Heights,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,1375.0,CAN,1276.0,OTH,705.0,STK,307.0,CLD,197.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91746,La Puente,Los Angeles County,NULL,2,1,NULL,NULL,1,HTD,593.0,CAN,565.0,OTH,395.0,DIA,141.0,STK,137.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91747,La Puente,Los Angeles County,NULL,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91748,Rowland Heights,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,867.0,HTD,827.0,OTH,479.0,STK,229.0,CLD,134.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91749,La Puente,Los Angeles County,NULL,2,1,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91750,La Verne,Los Angeles County,2,NULL,1,NULL,NULL,1,HTD,1350.0,CAN,1020.0,OTH,611.0,STK,269.0,CLD,262.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91752,Mira Loma,Riverside County,NULL,NULL,1,NULL,NULL,1,HTD,720.0,CAN,565.0,OTH,372.0,CLD,192.0,STK,141.0,NULL,NULL,2013,14.188425573642499,2013,2.46575342465753,2013,76,NULL,NULL,NULL,NULL,0.0,0.22,0.27,0.27,0.01,0.19,9,9,2013-08-30
91754,Monterey Park,Los Angeles County,11,1,1,NULL,NULL,1,HTD,1319.0,CAN,1091.0,OTH,615.0,STK,329.0,CLD,216.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91755,Monterey Park,Los Angeles County,11,1,1,NULL,NULL,1,CAN,723.0,HTD,660.0,OTH,317.0,STK,156.0,PNF,136.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91756,Monterey Park,Los Angeles County,11,1,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91758,Ontario,San Bernardino County,7,NULL,1,NULL,NULL,1,HTD,2.0,OTH,1.0,NULL,NULL,NULL,NULL,SUI,0.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91759,Mt Baldy,San Bernardino County,NULL,NULL,1,NULL,NULL,1,CAN,7.0,OTH,6.0,NULL,NULL,ALZ,3.0,STK,2.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91761,Ontario,San Bernardino County,7,NULL,1,NULL,NULL,1,HTD,883.0,CAN,817.0,OTH,647.0,CLD,176.0,STK,174.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91762,Ontario,San Bernardino County,7,NULL,1,NULL,NULL,1,HTD,1318.0,CAN,983.0,OTH,878.0,CLD,270.0,STK,223.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91763,Montclair,San Bernardino County,7,NULL,1,NULL,NULL,1,HTD,955.0,CAN,635.0,OTH,538.0,CLD,208.0,STK,174.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91764,Ontario,San Bernardino County,7,NULL,1,NULL,NULL,1,HTD,1025.0,CAN,743.0,OTH,724.0,CLD,224.0,STK,201.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91765,Diamond Bar,Los Angeles County,1,NULL,1,NULL,NULL,1,CAN,882.0,HTD,820.0,OTH,433.0,STK,208.0,CLD,133.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91766,Pomona,Los Angeles County,15,2,1,NULL,NULL,1,HTD,1086.0,CAN,879.0,OTH,791.0,STK,256.0,DIA,226.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91767,Pomona,Los Angeles County,15,2,1,NULL,NULL,1,HTD,1432.0,CAN,894.0,OTH,712.0,STK,283.0,CLD,230.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91768,Pomona,Los Angeles County,15,2,1,NULL,NULL,1,HTD,772.0,OTH,503.0,CAN,453.0,STK,154.0,CLD,135.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91769,Pomona,Los Angeles County,15,2,1,NULL,NULL,1,OTH,55.0,HTD,26.0,CAN,16.0,PNF,10.0,STK,6.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91770,Rosemead,Los Angeles County,5,NULL,1,NULL,NULL,1,HTD,1529.0,CAN,1447.0,OTH,802.0,STK,382.0,CLD,298.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91771,Rosemead,Los Angeles County,5,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91772,Rosemead,Los Angeles County,5,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91773,San Dimas,Los Angeles County,1,NULL,1,NULL,NULL,1,HTD,1365.0,CAN,945.0,OTH,591.0,CLD,336.0,STK,242.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91775,San Gabriel,Los Angeles County,5,NULL,1,NULL,NULL,1,HTD,757.0,CAN,637.0,OTH,359.0,STK,182.0,CLD,129.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91776,San Gabriel,Los Angeles County,5,NULL,1,NULL,NULL,1,HTD,1142.0,CAN,829.0,OTH,535.0,STK,308.0,CLD,205.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91778,San Gabriel,Los Angeles County,5,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91780,Temple City,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,1360.0,CAN,904.0,OTH,560.0,STK,258.0,CLD,223.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91784,Upland,San Bernardino County,2,NULL,1,NULL,NULL,1,HTD,688.0,CAN,605.0,OTH,383.0,STK,122.0,CLD,108.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91785,Upland,San Bernardino County,2,NULL,1,NULL,NULL,1,HTD,5.0,OTH,3.0,PNF,2.0,NULL,NULL,HYP,1.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91786,Upland,San Bernardino County,2,NULL,1,NULL,NULL,6,HTD,1682.0,CAN,1229.0,OTH,893.0,CLD,352.0,STK,295.0,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91788,Walnut,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91789,Walnut,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,824.0,HTD,713.0,OTH,421.0,STK,189.0,CLD,153.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91790,West Covina,Los Angeles County,2,1,1,NULL,NULL,1,HTD,1269.0,CAN,1091.0,OTH,713.0,STK,326.0,CLD,281.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91791,West Covina,Los Angeles County,2,1,1,NULL,NULL,1,HTD,1038.0,CAN,810.0,OTH,545.0,STK,252.0,CLD,190.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91792,West Covina,Los Angeles County,2,1,1,NULL,NULL,1,CAN,559.0,HTD,486.0,OTH,326.0,STK,128.0,DIA,94.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91793,West Covina,Los Angeles County,2,1,1,NULL,NULL,1,OTH,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91795,Walnut,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91797,Pomona,Los Angeles County,15,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91798,Ontario,San Bernardino County,7,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.292561179087899,2013,1.61290322580645,2013,93,NULL,NULL,NULL,NULL,0.01,0.43,0.55,0.49,0.04,0.28,16,4,2013-08-25
91799,Pomona,Los Angeles County,15,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91801,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,1669.0,CAN,1242.0,OTH,781.0,STK,430.0,PNF,299.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91802,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,3.0,OTH,2.0,NULL,NULL,PNF,1.0,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91803,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,1200.0,CAN,725.0,OTH,469.0,STK,228.0,CLD,164.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91804,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91841,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91896,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91899,Alhambra,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
91901,Alpine,San Diego County,NULL,NULL,51,2017-04-22T09:05:38.597Z,2.5,1,CAN,430.0,HTD,398.0,OTH,289.0,CLD,129.0,STK,109.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91902,Bonita,San Diego County,NULL,NULL,1,NULL,NULL,1,CAN,509.0,HTD,473.0,OTH,286.0,STK,132.0,ALZ,92.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91903,Alpine,San Diego County,NULL,NULL,51,2017-04-22T09:05:38.597Z,2.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91905,Boulevard,San Diego County,NULL,NULL,1,2017-04-17T07:24:59.790Z,1.17,1,HTD,55.0,NULL,NULL,OTH,29.0,INJ,19.0,CLD,14.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91906,Campo,San Diego County,NULL,NULL,1,2017-04-13T18:03:27.820Z,1.39,1,HTD,91.0,CAN,78.0,OTH,58.0,INJ,23.0,STK,17.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91908,Bonita,San Diego County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91909,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91910,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,HTD,2515.0,CAN,1996.0,OTH,1440.0,STK,543.0,CLD,440.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91911,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,HTD,2215.0,CAN,1949.0,OTH,1466.0,STK,497.0,CLD,426.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91912,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91913,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,CAN,418.0,HTD,323.0,OTH,264.0,STK,86.0,INJ,67.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91914,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,CAN,131.0,HTD,86.0,OTH,73.0,STK,22.0,ALZ,17.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91915,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,CAN,165.0,HTD,127.0,OTH,113.0,STK,25.0,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91916,Descanso,San Diego County,NULL,NULL,1,NULL,NULL,1,CAN,51.0,HTD,46.0,OTH,28.0,INJ,12.0,CLD,11.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91917,Dulzura,San Diego County,NULL,NULL,1,NULL,NULL,1,CAN,27.0,HTD,19.0,OTH,17.0,INJ,7.0,STK,6.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91921,Chula Vista,San Diego County,6,2,2,2017-04-10T21:03:47.440Z,1.51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91931,Guatay,San Diego County,NULL,NULL,1,NULL,NULL,1,CAN,16.0,OTH,9.0,NULL,NULL,CLD,5.0,INJ,4.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91932,Imperial Beach,San Diego County,NULL,NULL,1,NULL,NULL,1,CAN,584.0,HTD,563.0,OTH,417.0,STK,121.0,INJ,119.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91933,Imperial Beach,San Diego County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91934,Jacumba,San Diego County,NULL,NULL,1,NULL,NULL,1,HTD,34.0,CAN,32.0,OTH,21.0,STK,14.0,CLD,7.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91935,Jamul,San Diego County,NULL,NULL,1,NULL,NULL,1,CAN,214.0,HTD,177.0,OTH,93.0,INJ,59.0,STK,54.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
91941,La Mesa,San Diego County,4,6,1,2017-03-29T20:00:43.130Z,0.99,1,HTD,1527.0,CAN,1321.0,OTH,1038.0,STK,382.0,CLD,295.0,NULL,NULL,2013,10.6019919001132,2013,0.561797752808989,2013,7,NULL,NULL,NULL,NULL,0.01,0.56,0.51,0.54,0.03,0.35,20,2,2014-07-20
