t_master.zipcode,t_master.primarycity,t_master.county,t_master.obsolete_bridge_count,t_master.deficient_bridge_count,t_master.num_of_earthquakes_last_7_days,t_master.most_recent_earthquake,t_master.max_magnitude_last_7_days,t_master.fire_last_7_days,t_master.cause_of_death1,t_master.num_of_deaths_of_cause1,t_master.cause_of_death2,t_master.num_of_deaths_of_cause2,t_master.cause_of_death3,t_master.num_of_deaths_of_cause3,t_master.cause_of_death4,t_master.num_of_deaths_of_cause4,t_master.cause_of_death5,t_master.num_of_deaths_of_cause5,t_master.most_recent_water_quality,t_master.avg_water_quality_concentration,t_master.aq_annual_year,t_master.aq_annual_value,t_master.aq_percent_year,t_master.aq_percent_value,t_master.aq_days_year,t_master.aq_days,t_master.storm_deaths,t_master.storm_injuries,t_master.storm_damages,t_master.storm_type,t_master.homicide_per_1000,t_master.violent_per_1000,t_master.property_per_1000,t_master.drug_per_1000,t_master.sex_per_1000,t_master.other_per_1000,t_master.landslide_count,t_master.landslide_rank,t_master.latest_landslide
90086,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90087,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90088,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90089,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90090,Dodgertown,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90091,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90093,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90094,Playa Vista,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,49.0,CAN,36.0,OTH,31.0,ALZ,10.0,INJ,7.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90095,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90096,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90099,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90101,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90102,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90103,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90189,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90201,Bell Gardens,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,1393.0,CAN,1057.0,OTH,948.0,DIA,291.0,STK,248.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90202,Bell,Los Angeles County,NULL,NULL,2,2017-04-04T19:11:12.660Z,2.9,1,HTD,9.0,OTH,5.0,CAN,4.0,NULL,NULL,PNF,3.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90209,Beverly Hills,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90210,Beverly Hills,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,814.0,CAN,770.0,OTH,426.0,STK,215.0,ALZ,122.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90211,Beverly Hills,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,263.0,CAN,244.0,OTH,129.0,PNF,67.0,STK,54.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90212,Beverly Hills,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,329.0,CAN,290.0,OTH,180.0,STK,84.0,PNF,57.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90213,Beverly Hills,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90220,Compton,Los Angeles County,6,12,1,NULL,NULL,1,HTD,1509.0,CAN,1133.0,OTH,825.0,STK,350.0,DIA,233.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90221,Compton,Los Angeles County,6,12,1,NULL,NULL,1,HTD,924.0,CAN,789.0,OTH,660.0,STK,235.0,HOM,190.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90222,Compton,Los Angeles County,6,12,1,NULL,NULL,1,HTD,835.0,CAN,644.0,OTH,516.0,STK,222.0,DIA,142.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90223,Compton,Los Angeles County,6,12,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90224,Compton,Los Angeles County,6,12,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90230,Culver City,Los Angeles County,7,NULL,1,NULL,NULL,1,HTD,1055.0,CAN,870.0,OTH,513.0,STK,258.0,PNF,175.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90231,Culver City,Los Angeles County,7,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90232,Culver City,Los Angeles County,7,NULL,1,NULL,NULL,1,HTD,483.0,CAN,381.0,OTH,247.0,STK,93.0,CLD,81.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90233,Culver City,Los Angeles County,7,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90239,Downey,Los Angeles County,13,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90240,Downey,Los Angeles County,13,2,1,NULL,NULL,1,HTD,768.0,CAN,591.0,OTH,416.0,STK,175.0,CLD,158.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90241,Downey,Los Angeles County,13,2,1,NULL,NULL,1,HTD,1334.0,CAN,938.0,OTH,701.0,STK,291.0,CLD,247.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90242,Downey,Los Angeles County,13,2,1,NULL,NULL,1,HTD,1010.0,CAN,825.0,OTH,519.0,STK,225.0,CLD,216.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90245,El Segundo,Los Angeles County,1,NULL,1,2017-04-22T11:05:10.190Z,1.32,1,HTD,434.0,CAN,383.0,OTH,212.0,CLD,93.0,STK,86.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90247,Gardena,Los Angeles County,2,NULL,1,2017-04-11T08:26:41.380Z,1.21,1,HTD,1567.0,CAN,1074.0,OTH,767.0,STK,360.0,CLD,229.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90248,Gardena,Los Angeles County,2,NULL,1,2017-04-11T08:26:41.380Z,1.21,1,HTD,363.0,CAN,345.0,OTH,205.0,STK,95.0,CLD,65.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90249,Gardena,Los Angeles County,2,NULL,1,2017-04-11T08:26:41.380Z,1.21,1,HTD,786.0,CAN,603.0,OTH,426.0,STK,146.0,CLD,129.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90250,Hawthorne,Los Angeles County,2,NULL,193,2017-04-21T14:48:34.332Z,3.1,1,HTD,1989.0,CAN,1491.0,OTH,1061.0,STK,424.0,CLD,350.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90251,Hawthorne,Los Angeles County,2,NULL,193,2017-04-21T14:48:34.332Z,3.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90254,Hermosa Beach,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,329.0,HTD,325.0,OTH,213.0,CLD,84.0,STK,69.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90255,Huntington Park,Los Angeles County,2,NULL,1,NULL,NULL,1,HTD,1054.0,CAN,809.0,OTH,711.0,DIA,268.0,STK,227.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90260,Lawndale,Los Angeles County,2,NULL,1,NULL,NULL,1,HTD,691.0,CAN,602.0,OTH,408.0,STK,129.0,CLD,117.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90261,Lawndale,Los Angeles County,2,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90262,Lynwood,Los Angeles County,5,2,1,NULL,NULL,1,HTD,1059.0,CAN,838.0,OTH,678.0,STK,250.0,INJ,159.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90263,Malibu,Los Angeles County,NULL,NULL,1,2017-03-31T18:49:32.210Z,1.7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90264,Malibu,Los Angeles County,NULL,NULL,1,2017-03-31T18:49:32.210Z,1.7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90265,Malibu,Los Angeles County,NULL,NULL,1,2017-03-31T18:49:32.210Z,1.7,1,CAN,434.0,HTD,382.0,OTH,195.0,STK,118.0,CLD,89.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90266,Manhattan Beach,Los Angeles County,1,NULL,1,NULL,NULL,1,CAN,772.0,HTD,699.0,OTH,421.0,STK,188.0,CLD,172.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90267,Manhattan Beach,Los Angeles County,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90270,Maywood,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,381.0,CAN,252.0,OTH,230.0,DIA,88.0,STK,59.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90272,Pacific Palisades,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,715.0,HTD,665.0,OTH,364.0,STK,189.0,PNF,131.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90274,Palos Verdes Peninsula,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,881.0,HTD,869.0,OTH,447.0,STK,228.0,CLD,155.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90275,Rancho Palos Verdes,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,1475.0,CAN,1340.0,OTH,835.0,STK,345.0,CLD,248.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90277,Redondo Beach,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,997.0,CAN,868.0,OTH,513.0,STK,228.0,CLD,170.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90278,Redondo Beach,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,817.0,CAN,709.0,OTH,428.0,CLD,181.0,STK,154.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90280,South Gate,Los Angeles County,2,NULL,1,NULL,NULL,1,HTD,1394.0,CAN,1178.0,OTH,942.0,STK,335.0,DIA,272.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90290,Topanga,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,118.0,CAN,108.0,OTH,59.0,STK,28.0,INJ,26.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90291,Venice,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,573.0,CAN,476.0,OTH,338.0,STK,141.0,INJ,99.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90292,Marina Del Rey,Los Angeles County,NULL,NULL,1,NULL,NULL,1,CAN,559.0,HTD,480.0,OTH,238.0,STK,124.0,CLD,74.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90293,Playa Del Rey,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,288.0,CAN,275.0,OTH,150.0,STK,55.0,CLD,53.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90294,Venice,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90295,Marina Del Rey,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90296,Playa Del Rey,Los Angeles County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90301,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,HTD,1051.0,CAN,689.0,OTH,485.0,STK,185.0,CLD,161.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90302,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,HTD,673.0,CAN,587.0,OTH,388.0,STK,135.0,CLD,97.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90303,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,HTD,562.0,CAN,514.0,OTH,334.0,STK,106.0,DIA,93.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90304,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,HTD,334.0,CAN,304.0,OTH,229.0,STK,73.0,INJ,71.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90305,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,HTD,657.0,CAN,551.0,OTH,342.0,STK,140.0,CLD,91.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90306,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90307,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90308,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90309,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90310,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90311,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90312,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90313,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90397,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90398,Inglewood,Los Angeles County,10,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90401,Santa Monica,Los Angeles County,7,4,1,NULL,NULL,1,HTD,237.0,CAN,186.0,OTH,106.0,STK,48.0,CLD,36.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90402,Santa Monica,Los Angeles County,7,4,1,NULL,NULL,1,HTD,432.0,CAN,377.0,OTH,257.0,STK,126.0,INJ,59.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
